,Hotel_Names,Staff_Rating,Facilities_Rating,Cleanliness_Rating,Comfort_Rating,Value_For_Money_Rating,Location_Rating,Free_WiFi_Rating,Final_Grade
327,tsymr-mdbry,0,0,0,0,0,0,0,9.4
328,royal-park-eilat1,9.8,9.3,9.6,9.6,9.6,9.6,8.5,9.4
329,lotus-turtle-garden-eilat,0,0,0,0,0,0,0,8.8
330,byt-blb-mdbr-little-house-in-the-desert,9.9,9.6,9.8,9.6,9.8,9.8,10,9.6
331,svvyth-yvqrh,9.5,9.1,9.6,9.4,9.3,8.4,6.2,9.2
332,carmona-39-s-patio,9.9,9.3,9.8,9.6,9.5,8.4,10,9.5
333,sun-and-view,8.3,7.6,8.1,8,8.1,8.2,7.3,7.8
334,via-arad-apartments,9.3,9.2,9.8,9.3,9.5,9.1,7.5,9.2
335,designer-studio-apartment-sheshet-hayamim-st,9.3,8.8,8.8,8.8,8.7,8.5,5,8.6
336,marianne-garden-apartment,9,8.5,8.7,8.4,8.4,7.8,9.2,8.5
337,asher-39-s-and-eliran-39-s-apartment,8.5,7.5,7.7,7.6,7.7,7.5,8,7.5
338,c-standart,8.4,7.9,8.1,8.3,8.2,8.7,9.1,8.1
339,sea-of-love-ylt,0,0,0,0,0,0,0,0
340,wow-apartmets,6.8,6.1,6.6,5.5,6,7.5,5,5.8
341,premium-comfort-private,0,0,0,0,0,0,0,8.3
342,desert-zen-mitzpe-ramon,9.5,9,9.1,9.1,9.2,9.5,10,8.9
343,tsmkh-br,9.9,9.5,9.9,9.3,9.5,9.7,9.4,9.7
344,apartment-in-the-villa-la-bella-hana,0,0,0,0,0,0,0,0
345,beni-apt,9.4,8.1,8.4,8.2,8.8,9.4,10,8.4
346,pura-vida,8.8,8,7.9,8.1,8,8,6.9,7.9
347,lev-eilat-deluxe,9,8.1,8.3,8.3,8.6,8.8,7.5,8.4
348,dyrt-hmshpkhh,0,0,0,0,0,0,0,0
349,marilyn-studio-ylt,0,0,0,0,0,0,0,8.3
350,premium-comfort-private,0,0,0,0,0,0,0,8.3
351,desert-zen-mitzpe-ramon,9.5,9,9.1,9.1,9.2,9.5,10,8.9
352,tsmkh-br,9.9,9.5,9.9,9.3,9.5,9.7,9.4,9.7
353,apartment-in-the-villa-la-bella-hana,0,0,0,0,0,0,0,0
354,beni-apt,9.4,8.1,8.4,8.2,8.8,9.4,10,8.4
355,pura-vida,8.8,8,7.9,8.1,8,8,6.9,7.9
356,lev-eilat-deluxe,9,8.1,8.3,8.3,8.6,8.8,7.5,8.4
357,dyrt-hmshpkhh,0,0,0,0,0,0,0,7
358,marilyn-studio-ylt,0,0,0,0,0,0,0,8.3
359,anns-place-be-39-er-sheva,8.8,8.2,8.8,8.4,8.1,7.3,9.3,8
360,shoham-garden,9.6,9.4,9.3,9.6,9.6,9.7,10,9.3
361,the-lowest-place-in-the-world-neot-hakikar,9.5,8.3,8.8,8.6,8.6,8.2,9.2,8.5
362,rg-ym-bmdbr,9,8.7,8.9,8.7,8.1,8.8,8.9,8.5
363,dyrt-ym-svp,9.4,9.1,9.5,9.2,9.1,8.3,9.5,9.1
364,eilat-red-sea-luxury-apartments,8.8,8.3,8.9,8.5,7.9,7.7,9.2,8.3
365,eilat-inn-apartments,8.2,7.4,7.5,7.5,8,8.1,6.7,7.6
366,white-butterflies-apartment,0,0,0,0,0,0,0,8.5
367,rvyl-prq-ylt-luxury-vip-apartment,9.4,8.9,8.7,9,9.1,9,8.9,9.1
368,dekel-city-center-and-sea-view,0,0,0,0,0,0,0,8.6
369,mtvq-bmts-hmdbr,9.9,9.9,10,9.9,10,9.1,10,9.8
370,bel-appartement-dans-residence-avec-piscine,9.4,9.6,9.5,9.5,9.1,9.1,10,9.3
371,an-angels-suite,0,0,0,0,0,0,0,9.3
372,adwan-apartments,8.3,8,8.9,8.2,8.5,8.6,8.1,7.7
373,mountain-shadow,9.4,7.8,9.1,8.7,8.4,8.3,8.8,8.4
374,eilat-unique-one-bedroom-eilot-st,0,0,0,0,0,0,0,8.2
375,studio-fortune,0,0,0,0,0,0,0,8.9
376,staceys-stylish-studio,9.9,9.7,10,9.8,9.6,8.8,10,9.6
377,rubin-apartment,0,0,0,0,0,0,0,7.8
378,nuni-and-nuna-ykhydt-yrvkh-bdrvm,0,0,0,0,0,0,0,0
379,red-sea-garden-apartment,9.4,8.6,8.9,8.6,8.8,8.2,10,8.6
380,svvytvt-yn-hshmsh-eye-sun,9.9,8.8,9.6,9.4,9.6,9.2,5,9.4
381,vr-gny,9.6,8.5,8.6,8.5,8.6,8.7,10,8.7
382,ester-39-s-place,0,0,0,0,0,0,0,9.7
383,best-beautiful-private,8.3,8,8.4,8.1,8.3,7.6,6.9,7.7
384,cosy-2-rooms-unit-with-a-private-garden-eilat1,9.5,8.2,9.3,8.5,8.8,7.8,9.5,8.5
385,marvin-39-s-place,10,9.8,10,9.7,9.8,9.6,6.2,9.7
386,eilat-view-of-the-gulf-of-eilat-new-apartment,9.5,9.3,9.3,9,9.5,8.3,10,9.2
387,bergers-apartment,9.8,9.6,9.5,9.6,9.7,8.7,9.2,9.4
388,shahal-apartments,8.1,7.7,8.3,8.2,8.2,8.4,9.5,8
389,skyline,8.5,8.1,8.6,8.4,8.2,8.9,7.5,8.3
390,vpq-bmdbr,0,0,0,0,0,0,0,8.7
391,lev-eilat-apartments,9.3,8.1,8,8.5,8.2,8.9,8.6,8.2
392,zvs-myny-pnthvz,10,9.7,9.7,9.6,9.7,9.4,10,9.6
393,designer-one-bed-room-sheshet-hayamim-st,0,0,0,0,0,0,0,8.4
394,yaeli-39-s,9.8,9.7,9.6,9.6,9.8,8.9,10,9.5
395,eilat-unique-one-bedroom-apartment,0,0,0,0,0,0,0,8.2
396,day-39-inn-eilat-by-the-beach,9.9,9.7,9.9,9.8,9.7,9.6,10,9.7
397,new-designed-apartment-view-of-eilat,9.6,9.5,9.6,8.9,9.2,7.6,7.5,9
398,u-coral-beach-club-eilat,9.5,9.1,9,9.1,9,8.9,9,9.2
399,residence-du-golf,9.8,9.7,9.7,9.7,9.3,9.6,10,9.6
400,house-efroni,8.9,7.7,8.1,7.9,8.2,7.8,8.1,7.8
401,inspired-by-stars,9.8,9.6,9.7,9.5,9.3,9.6,10,9.2
402,lev-eilat-apartments-4,9,7.7,7.9,7.9,8.4,8.7,8.8,8.1
403,vamos-eilat-mexico,0,0,0,0,0,0,0,10
404,viktoria,9,8.6,8.8,9.1,9,8.6,8.8,8.9
405,luxury-suit-by-the-pool,8.9,8.8,8.8,8.5,8.8,8.4,10,8.7
406,rvyl-prq-ylt-eilat,9.9,9.4,9.4,9.6,9.6,9.3,10,9.5
407,desert-call-zimmer,10,9.9,10,9.9,9.6,9.8,10,9.9
408,lbnh-bmdbr,9.2,8.9,9.2,9.1,8.1,8.6,10,8.9
409,frank-studio-ylt,0,0,0,0,0,0,0,7.2
410,sunshine-suites-by-the-sea-eilat,8.3,9,8.2,8.7,8.7,9.3,2.5,8.8
411,neptune-eilat-eilat,0,0,0,0,0,0,0,9.3
412,olimpos-eilat,9.7,9.1,8.9,8.7,8.9,9,10,8.9
413,svvytt-r-vt-reut-suite-ylt,0,0,0,0,0,0,0,6.6
414,shoham,9.8,9.1,9.7,9.3,9.6,9,10,9.3
415,eilat-eilat1234,8.6,7.1,7.8,7.4,7.8,7.6,8.3,7.7
416,hbyt-hkhvm,0,0,0,0,0,0,0,0
417,sweethome26-eillat-apt-with-jaccuzzi,9.5,9.2,8.9,9.4,9.1,9.5,9.4,9.2
418,amdar-luxury-apart-residence,7.7,7.9,8.1,8.3,8.3,8.8,3.8,8
419,dyrt-nvpsh-khvshn,0,0,0,0,0,0,0,9.7
420,tali-s-place,0,0,0,0,0,0,0,6.9
421,caravan-in-the-desert,0,0,0,0,0,0,0,9.3
422,zimmer-eilat,9.7,9.7,10,9.8,9.5,8.8,10,9.7
423,eden-39-s-sweet-place,9.8,8.8,9.6,9.1,8.5,8.7,10,8.9
424,sun-and-view-suites,9,8.9,9,8.9,9.1,8.1,10,8.9
425,family-holidays-in-eilat-3404,9,8.5,8.4,8.7,9,8.9,10,8.4
426,reef-39-s-place,9.9,8.8,9.9,9.4,9,9,10,9.2
427,niran-s-place,0,0,0,0,0,0,0,5.4
428,nofesh-in-eilat,9.6,9.2,9.8,9.5,9.6,8.9,8.3,9.4
429,penthouse-de-luxe,9.3,8.7,8.1,8.8,8.8,8.8,10,8.7
430,almog-suite-7-minutes-walk-from-the-beach,9.7,9.3,9.5,9,9.1,9.2,9.5,9.3
431,desert-view-apartment,10,9.8,10,9.5,9.9,10,10,9.9
432,myrb-hyvpy,0,0,0,0,0,0,0,9.4
433,exclusif-penthouse-with-private-pool-eilat,0,0,0,0,0,0,0,9.4
434,crater-zen,0,0,0,0,0,0,0,9.3
435,second-floor-yrvkh-byrvkhm,0,0,0,0,0,0,0,9.6
436,local-apartment,9.8,8.9,9.4,9.2,9.1,8.6,10,9
437,vacation-caravan,0,0,0,0,0,0,0,8.9
438,tsymr-tsyn,0,0,0,0,0,0,0,0
439,lagoon-suite,0,0,0,0,0,0,0,8.7
440,angels,9.7,9.5,9.7,9.8,9.3,8.8,8.8,9.3
441,eilat-new-apartment,9.5,8.8,9.3,8.6,9,6.8,7.5,8.6
442,arad-odem-apartments,7.3,6.9,7,7,7.1,7.7,6.6,6.8
443,vhl-lvt-arad1,9.7,9,9.5,9.5,9.3,9.1,10,9.4
444,designer-vacation-apartment-lilit-st,0,0,0,0,0,0,0,8.6
445,studio-maya,9.7,8.8,9.3,8.7,9,8.1,10,8.8
446,123eilat,0,0,0,0,0,0,0,8.6
447,beautiful-2-bedroom-garden-apartment,0,0,0,0,0,0,0,7.7
448,yrvkh-bgy,9.6,8.9,9.4,8.8,8.9,9.1,10,9.1
449,nly-ykhydt-dyvr,9.8,9,9.5,8.9,9.3,8.2,9.2,9.1
450,agat-s-place,0,0,0,0,0,0,0,6
451,kyyp-ly-bmrtsynv,0,0,0,0,0,0,0,9.3
452,the-suite,9.9,9.9,10,9.8,9.7,9.6,10,9.9
453,blago-home-ofir-3,0,0,0,0,0,0,0,7.7
454,hqsm-shl-nv-m,0,0,0,0,0,0,0,8.4
455,a-secret-oasis,10,9.9,9.9,9.8,9.7,8.9,8.8,9.7
456,fredi-house-ylt,0,0,0,0,0,0,0,6.3
457,royal-park-eilat-dirot-nofech,8.7,8.3,8.2,8.2,7.8,8.8,7.8,8.2
458,royal-eilat,0,0,0,0,0,0,0,9.3
459,l-hvdy-tsymr-bmdbr,0,0,0,0,0,0,0,9.4
460,alona,0,0,0,0,0,0,0,9.6
461,dream-suite,9.9,9.7,9.8,9.8,9.6,8.9,9.4,9.6
462,mori-house-whitney-suite,0,0,0,0,0,0,0,9.4
463,dyrt-nvpsh-qsvmh-bylt,0,0,0,0,0,0,0,8.4
464,house-efroni,8.9,7.7,8.1,7.9,8.2,7.8,8.1,7.8
465,inspired-by-stars,9.8,9.6,9.7,9.5,9.3,9.6,10,9.2
466,vamos-eilat-mexico,0,0,0,0,0,0,0,10
467,viktoria,9,8.6,8.8,9.1,9,8.6,8.8,8.9
468,luxury-suit-by-the-pool,8.9,8.8,8.8,8.5,8.8,8.4,10,8.7
469,rvyl-prq-ylt-eilat,9.9,9.4,9.4,9.6,9.6,9.3,10,9.5
470,desert-call-zimmer,10,9.9,10,9.9,9.6,9.8,10,9.9
471,frank-studio-ylt,0,0,0,0,0,0,0,7.2
472,sunshine-suites-by-the-sea-eilat,8.3,9,8.2,8.7,8.7,9.3,2.5,8.8
473,neptune-eilat-eilat,0,0,0,0,0,0,0,9.3
474,olimpos-eilat,9.7,9.1,8.9,8.7,8.9,9,10,8.9
475,dream-in-the-desert,9.8,9.5,9.9,9.6,9.8,9.5,10,9.4
476,best-location-in-town,9.5,8.9,8.9,8.8,9,8.2,10,8.7
477,haverim-ba-lagouna-amazing-duplex-3br-front-sea,0,0,0,0,0,0,0,8.2
478,tsymr-lylynh,7.8,6.9,6.9,8.3,7.5,6.7,5,7
479,pool-terrace-view,9.8,9,9.1,9.3,9.2,9.1,10,9.1
480,shlvvh-drvmyt-yrvkhm12,9.1,9.3,9.6,9.4,8.8,8.8,6.2,8.9
481,dyrh-qsvmh-l-shpt-hbrykh,9.8,9.3,9.1,9.1,9.4,9.6,8.8,9.3
482,roni-s-place-next-to-soroka-and-bgu,8.9,8.8,9.1,9.4,8.6,9,8.5,8.7
483,coral-suite,9.8,9.3,9.5,9.5,9.3,8.7,10,9.4
484,villa-elie,9.2,9,9.4,8.4,8.7,9.3,5,9.1
485,sea-view-amp-pool-eilat,9.1,9,9.1,9.1,8.9,8.8,9.7,9.1
486,view-point-eilat,9.9,9.8,9.9,9.8,9.9,9.2,8.6,9.8
487,cozy-place,0,0,0,0,0,0,0,6.5
488,abraham-apartments,9.1,9.2,9.4,9.4,9,8.6,8.8,9.2
489,stylish-2bdr-apartment-balcony,9.6,8.8,9.2,8.9,8.6,8.6,7.5,9.1
490,blago-home-lev-eilat,9.3,8.5,9.1,8.9,9.1,8.9,9.5,8.9
491,sea-house,9.4,9.5,9.5,9.6,9.3,9.3,10,9.4
492,lia-1-room-studio,0,0,0,0,0,0,0,8.3
493,sunlight-holiday-apartment,9.2,9,9.2,9.3,8.9,8.9,7.5,9.1
494,tmvnh-bmdbr,9.8,9.9,9.8,9.8,9.1,9.3,10,9.5
495,dyrt-nvpsh-ylt-mvl-hym-hdvm,0,0,0,0,0,0,0,9.7
496,williams-house,9.5,9.7,9.4,9.5,9.2,9.7,7.5,9.6
497,las-palmas,9.8,8.8,9.2,9,8.8,9,9.4,9.2
498,shlvmy-dyrvt-nvpsh-bylt,9.9,9.4,10,9.9,9.6,9.6,10,9.7
499,luxury-sea-front-family-apartment,7.9,7.5,7.5,7.1,7.1,8.8,6.2,7.3
500,lia-1-room-studio,0,0,0,0,0,0,0,8.3
501,sunlight-holiday-apartment,9.2,9,9.2,9.3,8.9,8.9,7.5,9.1
502,tmvnh-bmdbr,9.8,9.9,9.8,9.8,9.1,9.3,10,9.5
503,dyrt-nvpsh-ylt-mvl-hym-hdvm,0,0,0,0,0,0,0,9.7
504,williams-house,9.5,9.7,9.4,9.5,9.2,9.7,7.5,9.6
505,las-palmas,9.8,8.8,9.2,9,8.8,9,9.4,9.2
506,shlvmy-dyrvt-nvpsh-bylt,9.9,9.4,10,9.9,9.6,9.6,10,9.7
507,luxury-sea-front-family-apartment,7.9,7.5,7.5,7.1,7.1,8.8,6.2,7.3
508,dvbdbn,0,0,0,0,0,0,0,6.7
509,mori-house,0,0,0,0,0,0,0,8
510,segal-place,0,0,0,0,0,0,0,9.9
511,eilot-one-bed-room-apartmet-city-center,0,0,0,0,0,0,0,8.6
512,level-of-5-star-on-the-beach,0,0,0,0,0,0,0,9.4
513,villa-debora,9.1,8.2,8.3,8.8,8.4,9.2,7.5,8.7
514,gondy-39-s-place,9.9,9.6,9.3,9.4,9.2,8.6,8.8,9.3
515,pnynt-ylt,0,0,0,0,0,0,0,9.4
516,exclusif-apartment-by-the-sea,0,0,0,0,0,0,0,8.1
517,sea-suite,0,0,0,0,0,0,0,9.4
518,sweet-home-eilat1,9.7,9.3,9.6,9.1,9.4,8.1,10,9.4
519,beautiful-private,8.9,8.3,8.7,8.4,8.7,8.1,7.5,8.1
520,shir-house,9.6,9.3,9.6,9.5,9.4,8.8,10,9.3
521,oasis-sea-view,9.9,9.9,9.6,10,9.6,9,10,9.5
522,beautiful-penthouse-with-pool-in-eilat,0,0,0,0,0,0,0,9.1
523,exclusive-comfort-premium-beersheba,0,0,0,0,0,0,0,8.5
524,the-comfort-place,10,8.5,9.8,8.8,8.7,9.2,10,8.7
525,carmela-house,9.6,9.3,9.2,9,8.9,9.8,8.8,9
526,rachel-apartments-eilat,0,0,0,0,0,0,0,8.3
527,trumpeldor-suites-trvmpldvr-b-tyqh,0,0,0,0,0,0,0,7
528,open-sky,8.9,8.2,8.6,8.6,8.4,8.6,7.5,8.5
529,era-home-boutique,9.8,9.5,9.6,9.8,9.5,8.5,9.5,9.4
530,sea-view-spacious-3-bedroom-apartment,9.3,9,8.8,9.2,8.8,9,7.5,9
531,bnvn-yrvkh-mdbry,0,0,0,0,0,0,0,9.6
532,arad-dead-sea-bashiris-place,9.9,9.6,9.4,9.6,9.4,9.4,8.8,9.4
533,hatmarim-homey-place,9.9,9.6,9.7,9.6,9.7,8.6,7.5,9.4
534,view-point-family-suite,9.8,9.7,10,9.9,9.7,8.8,8.8,9.8
535,superior-one-bedroom-apartment-merkaz-ofir,0,0,0,0,0,0,0,9.1
536,1-room-in-a-2-bedroom-apartment,0,0,0,0,0,0,0,4.3
537,sl-yt-8,9.8,9.3,9.6,9.5,9.4,9.1,10,9.2
538,beautiful-golf-residence-eilat,0,0,0,0,0,0,0,8.4
539,place-of-togetherness-forrest-view-villa,0,0,0,0,0,0,0,10
540,myshpvkhm-yrvkh-mshpkhty-byrvkhm,0,0,0,0,0,0,0,9
541,centrally-located-quiet-cozy-loft-apartment,0,0,0,0,0,0,0,9.7
542,staylish-apartment-panoramic-sea-view-close-to-the-beach,9.9,9.6,9.6,9.5,9.6,8.9,9.2,9.7
543,glezant,0,0,0,0,0,0,0,5.3
544,zimmer-near-dead-sea,9.6,8.6,9.5,8.9,8.9,8.7,10,8.8
545,klemente-place-ylt,0,0,0,0,0,0,0,9.7
546,sun-and-view-golf,9.5,9.2,9.2,9.5,8.6,9.1,10,9.1
547,designed-apartment-with-balcony-and-sea-view,9.7,9.4,9.4,9.6,9.7,9.6,10,9.6
548,orlys-place,10,9.5,9.8,9.8,9.5,8.9,10,9.5
549,mor-and-cinnamon,9.2,8.7,9.3,8.8,8.7,7.9,8.1,8.7
550,suites-queen-eilat,0,0,0,0,0,0,0,0
551,orel-pool-apartment,0,0,0,0,0,0,0,0
552,bqdmyn-tsymr-vmrkhb-rypvy-mitzpe-ramon,0,0,0,0,0,0,0,9.3
553,sweet-garden-apartment-eilat,8.5,8.6,9.1,8.8,8.9,8.7,10,8.8
554,eilat-hamohavia,0,0,0,0,0,0,0,8.7
555,nv-m-noam,0,0,0,0,0,0,0,9.7
556,ilan-holiday-home,9.8,9.8,9.9,9.9,9.5,9.1,10,9.8
557,lovely-2br-golf-residence-eilat,9.7,8.9,8.5,9.1,9.1,9.5,10,8.8
558,zimmer-arad,0,0,0,0,0,0,0,7.5
559,dead-sea-sunny-holiday-villa-amp-spa,9.8,9.7,10,9.7,10,9.8,10,9.9
560,royal-park-eilat,8.8,8.3,8.9,8.6,8.7,9.1,8.8,8.8
561,moab-palaces-rmvnvt-mvb,0,0,0,0,0,0,0,7.6
562,by-the-sea-apt-eilat,0,0,0,0,0,0,0,9.5
563,mi-amor,8.5,7,7.8,7.5,7.8,7.8,7.5,7.7
564,tsymr-19,9.5,9.5,9.9,9.6,9.4,9.3,9.4,9.5
565,vip-suits-eilat,9.6,8.9,9.3,8.9,8.9,8.6,2.5,8.9
566,hvylh-brkhvb-hnts,0,0,0,0,0,0,0,9.3
567,luxury-design-penthouse-sea-view-in-eilat,0,0,0,0,0,0,0,0
568,svvytt-mrlv-merlot-suits,0,0,0,0,0,0,0,8.8
569,fortune,9.7,9.3,9.6,9.4,9.8,8.8,9.2,9.4
570,npsh-r-nn,0,0,0,0,0,0,0,6.4
571,yrvkh-gy-bylt,0,0,0,0,0,0,0,8.7
572,golf-residence-eilat,9.9,9.9,9.9,9.8,9.8,9.8,10,9.9
573,zman-midbar,9.3,7.8,7.5,7.9,7.7,9.3,7.5,8.3
574,ptryvt-yqb-nnh,0,0,0,0,0,0,0,9.9
575,yrvkh-gy-bylt,0,0,0,0,0,0,0,8.7
576,golf-residence-eilat,9.9,9.9,9.9,9.8,9.8,9.8,10,9.9
577,zman-midbar,9.3,7.8,7.5,7.9,7.7,9.3,7.5,8.3
578,ptryvt-yqb-nnh,0,0,0,0,0,0,0,9.9
579,royal-house,0,0,0,0,0,0,0,9.5
580,su-casa-villa,0,0,0,0,0,0,0,0
581,okiyanus,0,0,0,0,0,0,0,9.7
582,3br-garden-apt-golf-residence-eilat,9.8,9.4,9.7,9.7,9.4,8.8,10,9.3
583,mvshb-nvt-hkykr,10,9.8,9.6,9.6,9.6,8.8,10,9.7
584,shani-house-of-style-studio,0,0,0,0,0,0,0,9.3
585,barak-royal-park-suits-vip-134,8.8,8.4,7.8,8,8.2,8.9,8.8,8.4
586,dyrt-nvpsh-eilat,9.8,9.7,10,9.6,9.8,9.4,10,9.7
587,rqpt-ykhydh-bmdbr,0,0,0,0,0,0,0,9.3
588,oasis-garden,0,0,0,0,0,0,0,9.7
589,mori-house-bob-studio,0,0,0,0,0,0,0,0
590,adi-rd,9.4,8.7,9.4,9.2,8.9,8.8,10,8.9
591,sun-and-view-casa,9.1,9.1,9.1,9.1,9.3,8.4,8.8,9
592,rvyl-72-royal-72-by-crown,0,0,0,0,0,0,0,9
593,eilat-luxurious-villa-5-rooms-with-amazing-garden,0,0,0,0,0,0,0,9
594,villa-white-design,0,0,0,0,0,0,0,8.8
595,horizon-lights-resort-all-bay-panoramic-view,0,0,0,0,0,0,0,10
596,eilat-stone-bn-ylt-eilat,0,0,0,0,0,0,0,8.6
597,dyrt-gn-dlvqs,0,0,0,0,0,0,0,9.6
598,penthouse-de-luxe-la-palmeraie,8.7,8,8.3,8.5,7.8,9.5,7.5,8.6
599,vylh-bvqdv,0,0,0,0,0,0,0,0
600,lb-407-lev-407-by-crown,0,0,0,0,0,0,0,0
601,khvzt-mlkt-hmdbr,0,0,0,0,0,0,0,9
602,caravan-on-the-sea,0,0,0,0,0,0,0,7.6
603,luxury-apartment-with-pool-on-the-sea,8,7.8,7.7,7.9,7.4,8.3,6.2,7.7
604,private-pool-luxury-penthouse-sea-view-eilat,0,0,0,0,0,0,0,9.5
605,the-private-house-4-hbyt-hprty-rsht-dyrvt-bvtyq,0,0,0,0,0,0,0,6.3
606,deluxe-apartment-on-the-sea,6.6,7.3,6.8,8,7.7,9.1,10,7.7
607,vila-li-yam,0,0,0,0,0,0,0,9.6
608,eilat-stone-patio-bn-ylt-ptyv,0,0,0,0,0,0,0,9.3
609,lvpt-vyqtvryh,0,0,0,0,0,0,0,7.1
610,hmkhbv-shl-zvhr,10,9.6,10,10,9.2,10,10,9.5
611,shani-house-of-style-penthouse,0,0,0,0,0,0,0,9.6
612,villa-daniela,0,0,0,0,0,0,0,9.7
613,we-apartments,0,0,0,0,0,0,0,0
614,dyrh-bmdbr,9.4,7.2,7.8,7.2,7.8,7.5,10,7.9
615,the-sun-365,0,0,0,0,0,0,0,0
616,aquarelle-eilat,0,0,0,0,0,0,0,8.4
617,barak-royal-suits-vip-94,9.2,8.9,8.3,8.9,8.6,8.9,10,8.7
618,tsl-g-39-qsvn,8.8,6.8,8,7.8,8.8,9,7.5,8.1
619,barak-royal-suits-vip-8a,0,0,0,0,0,0,0,9.5
620,sunset-hill-eilat,0,0,0,0,0,0,0,8.5
621,casa-tzukim-mitzpe-ramon,9.1,9.6,9.8,9.6,8.8,8.4,10,9.1
622,barak-royal-unit-20-vip,0,0,0,0,0,0,0,7.4
623,fata-morgana,0,0,0,0,0,0,0,10
624,by-the-cliff,9.4,9.4,10,8.5,8.8,9.2,10,9.7
625,migdal-eilat,9.3,8.6,8.8,8.7,8.7,8.3,10,8.3
626,shani-house-of-style-garden,0,0,0,0,0,0,0,10
627,kvkbym-bdrvm-khdry-yrvkh,0,0,0,0,0,0,0,6
628,oasis-gallery,0,0,0,0,0,0,0,9.7
629,villa-blue-topaz,0,0,0,0,0,0,0,9.7
630,c-vision-suite,8.7,8.7,8.5,8.8,8.9,7.8,10,8.6
631,provence-appartement-de-luxe-la-palmeraie,0,0,0,0,0,0,0,7.3
632,barak-royal-park-suites,8.7,7.7,7.4,8,8.4,9,9.2,8
633,luxury-amp-charming-villa,0,0,0,0,0,0,0,8.4
634,villa-gardenya,10,10,8.8,9.2,8.3,9.2,7.5,9.3
635,luxury-5bdr-new-top-level-exclusive-villa,0,0,0,0,0,0,0,9.7
636,then-head-zimmer,0,0,0,0,0,0,0,8.8
637,eilat-super-terrace-and-garden-home,0,0,0,0,0,0,0,0
638,svvyth-bmdbr,9.8,9.4,10,9.4,8.8,9.6,10,9.4
639,vamos-eilat-ylt,0,0,0,0,0,0,0,9.7
640,villa-yotam,0,0,0,0,0,0,0,9.5
641,ykhydt-yrvkh-zvgyt-bprsq,0,0,0,0,0,0,0,7.7
642,modern-style-room-in-luxury-house,0,0,0,0,0,0,0,6
643,beautiful-modern-apartment-3bdr-e3,9.6,9.7,9.4,9.4,9.7,8.8,10,9.5
644,sweet-home-ylt,0,0,0,0,0,0,0,9.5
645,mor-center-eilat,8.5,7,7.9,7.3,7.1,6.8,2.5,6.8
646,barak-royal-suits-20-vip-new,0,0,0,0,0,0,0,8.5
647,chicky-39-s-place,0,0,0,0,0,0,0,8
648,barak-royal-suits-52,7.8,7.6,7,7.1,7.4,8.4,5.8,7.3
649,appartement-a-eilat-vue-mer,0,0,0,0,0,0,0,8.2
650,a-beautiful-studio-in-the-of-eilat,0,0,0,0,0,0,0,10
651,eilat-marvellous-suite-swimming-in-winter-too,0,0,0,0,0,0,0,9.4
652,carmela-studio,0,0,0,0,0,0,0,10
653,ykhydt-dyvr2-khdrym-bvyllh-m-gg-nvp-lym,0,0,0,0,0,0,0,0
654,rpl-ykhydt-nvpsh,0,0,0,0,0,0,0,9.6
655,vila-dolev,0,0,0,0,0,0,0,0
656,appart-view-sea,8.8,7.6,8.1,8.4,8.8,9.1,8.8,8
657,2-bdr-with-view-and-pool,0,0,0,0,0,0,0,9.2
658,daniela,10,10,10,10,10,10,10,10
659,luxury-garden-floor-eilat,9.5,8.2,7.9,8.9,8.8,7.9,9.2,8.4
660,lvpyt-10lymvr-ylt,8.1,7.5,9.4,8.4,8.1,6.6,7.5,7.6
661,garden-pool-eilat,9.9,9.7,9.6,9.6,9.4,9.3,10,9.6
662,beautiful-3br-in-the-heart-of-eilat,10,10,10,9.5,10,10,10,9.6
663,royal-inn,0,0,0,0,0,0,0,9.3
664,luxury-palmeraie-sea-view-eilat,0,0,0,0,0,0,0,8.8
665,amdar-village-cozy-2br-eilat,0,0,0,0,0,0,0,9.4
666,modern-style-room-in-the-luxury-home,0,0,0,0,0,0,0,0
667,hmkhbv-shl-lvmy-lumys-hide-a-way,0,0,0,0,0,0,0,10
668,megicohen,0,0,0,0,0,0,0,10
669,family-suite-eilat,9.7,9.5,9.9,9,9.7,8.9,10,9.4
670,renovated-3-bedroom-residence-with-pool-next-the-beach,0,0,0,0,0,0,0,9.2
671,luxury-20m-yacht,9.8,9.4,9.4,9.4,9.2,9.8,7.5,9.3
672,hmtsph-yrvkh-mdbry-b-zvz,0,0,0,0,0,0,0,10
673,orels-top-apartment,10,9.5,9.8,9.8,9.5,8.4,10,9.7
674,kati-39-s-room,7.5,6,7.4,6.8,5.8,7,7.5,6.3
675,luxury-3bdr-app-on-the-sea-with-pool,0,0,0,0,0,0,0,7.8
676,ylt-byts-eilat123456,0,0,0,0,0,0,0,1
677,nirvana-city-center-nyrvvnh,0,0,0,0,0,0,0,8.7
678,shani-house-of-style,9.7,9.6,9.6,9.8,9.4,9.4,10,9.6
679,the-private-house-eilat-hbyt-hprty-ylt-rsht-dyrvt-bvtyq-eilat,0,0,0,0,0,0,0,6
680,4-zimmers-mitzpe-ramon,0,0,0,0,0,0,0,7.1
681,dyrt-nvpsh-bylt-yvbl,0,0,0,0,0,0,0,9.7
682,magical-sea-view-with-3-bedroom,0,0,0,0,0,0,0,8.7
683,tsvvt,0,0,0,0,0,0,0,9
684,vylh-yl,0,0,0,0,0,0,0,8.9
